編號,事業單位名稱,代表人,違反法令條,違反法規內容,處分書文號,處分日期
1,立昌先進科技股份有限公司,連清宏,性別工作平等法第11條第1項,懷孕解僱,109年府勞條字1090015740號,109年1月22日
