編號,事業單位名稱,代表人,違反法令條,違反法規內容,處分書文號,處分日期
1,臺灣菸酒股份有限公司桃園酒廠,潘結昌,性別工作平等法第21條第2項,勞工請育嬰留職停薪而影響全勤獎金,111年府勞條字第1110128927號,111年5月17日
