編號,事業單位名稱,代表人,違反法令條,違反法規內容,處分書文號,處分日期
1,"祐晨科技有限公司

",許漢龍,性別工作平等法第11條第1項,懷孕歧視,府勞條字第10603175051號,106/12/29
