編號,事業單位名稱,代表人,違反法令條,違反法規內容,處分書文號,處分日期
1,萬國人力資源有限公司,張蘭芬,性別工作平等法第11條第1項,懷孕解僱,108年府勞條字1080231628號,108年9月19日
