編號,事業單位名稱,代表人,違反法令條,違反法規內容,處分書文號,處分日期
1,怡客咖啡股份有限公司,李柏衡,性別工作平等法第13條第2項,職場性騷擾防治,府勞條字1080122637號,108年5月22日
